Product.ID,Product.Name,Sales,Profit,Quantity,Orders,Profit_Margin
FUR-BAR-10002710,"Barricks Coffee Table, Adjustable Height",364,-546.732,4,1,-1.502010989010989
FUR-BAR-10003465,"Barricks Computer Table, Adjustable Height",286,-551.514,2,2,-1.9283706293706293
FUR-BAR-10003532,"Barricks Conference Table, Rectangular",3076,-2460.8100000000004,9,2,-0.8000032509752927
FUR-BAR-10003576,"Barricks Training Table, with Bottom Storage",636,261.0,2,2,0.41037735849056606
FUR-BAR-10004434,"Barricks Wood Table, Rectangular",2058,946.68,4,1,0.45999999999999996
FUR-BAR-10004553,"Barricks Training Table, Rectangular",568,-293.81399999999996,3,3,-0.5172781690140844
FUR-BAR-10004561,"Barricks Wood Table, Fully Assembled",518,67.38,1,1,0.13007722007722006
FUR-BAR-10004682,"Barricks Round Table, Fully Assembled",2012,925.44,4,1,0.4599602385685885
FUR-BEV-10000326,"Bevis Wood Table, Rectangular",531,90.3,1,1,0.17005649717514124
FUR-BEV-10000388,"Bevis Coffee Table, Rectangular",316,129.45,1,1,0.4096518987341772
FUR-BEV-10001048,"Bevis Conference Table, with Bottom Storage",924,249.39,1,1,0.26990259740259737
FUR-BEV-10001217,"Bevis Wood Table, Fully Assembled",1070,321.0,2,1,0.3
FUR-BEV-10001853,"Bevis Computer Table, Adjustable Height",984,344.46,2,1,0.3500609756097561
FUR-BEV-10002193,"Bevis Round Table, Adjustable Height",1249,-1779.768,6,1,-1.4249543634907926
FUR-BEV-10002369,"Bevis Training Table, Fully Assembled",942,-1107.12,7,2,-1.1752866242038216
FUR-BEV-10002803,"Bevis Conference Table, Fully Assembled",925,305.31,1,1,0.33006486486486486
FUR-BEV-10003414,"Bevis Computer Table, Fully Assembled",694,178.50600000000003,2,2,0.2572132564841499
FUR-BEV-10004805,"Bevis Conference Table, Rectangular",1843,884.46,2,1,0.47990233315246883
FUR-BEV-10004919,"Bevis Wood Table, with Bottom Storage",2668,853.65,5,2,0.31995877061469263
FUR-BO-10000002,"Bush Classic Bookcase, Mobile",4443,103.8,11,4,0.02336259284267387
FUR-BO-10000008,"Sauder Library with Doors, Traditional",465,-255.864,2,1,-0.5502451612903226
FUR-BO-10000021,"Dania Corner Shelving, Metal",243,102.06,2,1,0.42
FUR-BO-10000022,"Dania Floating Shelf Set, Traditional",2201,44.010000000000005,14,3,0.019995456610631533
FUR-BO-10000034,"Safco Classic Bookcase, Pine",1451,-659.25,5,3,-0.45434183321847005
FUR-BO-10000035,"Dania Classic Bookcase, Pine",8308,3288.2976,21,5,0.3957989407799711
FUR-BO-10000038,"Bush Library with Doors, Pine",2633,-1667.7359999999999,18,4,-0.6333976452715533
FUR-BO-10000071,"Safco 3-Shelf Cabinet, Metal",3046,1083.3899999999999,22,8,0.35567629678266577
FUR-BO-10000087,"Dania Classic Bookcase, Mobile",3153,12.20640000000003,8,3,0.0038713606089438727
FUR-BO-10000087,"Sauder Corner Shelving, Pine",2079,71.29999999999998,26,7,0.03429533429533429
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",825,-117.882,9,1,-0.14288727272727272
FUR-BO-10000112,"Dania Corner Shelving, Pine",1569,235.3182,15,5,0.14997973231357553
FUR-BO-10000120,"Sauder Stackable Bookrack, Mobile",1262,220.152,10,2,0.17444690966719492
FUR-BO-10000148,"Bush 3-Shelf Cabinet, Metal",818,-228.528,11,4,-0.27937408312958434
FUR-BO-10000155,"Dania Corner Shelving, Metal",1799,509.84400000000005,20,4,0.2834041133963313
FUR-BO-10000160,"Safco Library with Doors, Pine",704,312.912,2,1,0.4444772727272727
FUR-BO-10000170,"Safco Library with Doors, Mobile",4943,-274.974,14,2,-0.055628970260975116
FUR-BO-10000175,"Ikea Stackable Bookrack, Metal",1933,440.544,17,5,0.22790688049663735
FUR-BO-10000184,"Sauder Floating Shelf Set, Mobile",158,-145.86,3,1,-0.9231645569620254
FUR-BO-10000195,"Dania Stackable Bookrack, Pine",1179,270.405,12,3,0.22935114503816792
FUR-BO-10000203,"Sauder Library with Doors, Metal",6875,2608.8384,19,6,0.37946740363636366
FUR-BO-10000208,"Bush Stackable Bookrack, Mobile",3891,955.215,33,5,0.2454934464148034
FUR-BO-10000210,"Ikea Library with Doors, Pine",8797,2158.9488,26,8,0.2454187563942253
FUR-BO-10000214,"Ikea Library with Doors, Pine",292,-393.948,3,1,-1.3491369863013698
FUR-BO-10000243,"Safco Floating Shelf Set, Pine",4691,585.6912,28,4,0.12485423150714133
FUR-BO-10000259,"Safco Classic Bookcase, Traditional",7666,858.585,21,6,0.11199908687711975
FUR-BO-10000265,"Bush Floating Shelf Set, Pine",2365,697.0740000000001,14,5,0.29474587737843555
FUR-BO-10000268,"Bush Library with Doors, Pine",878,-424.272,4,2,-0.4832255125284738
FUR-BO-10000268,"Ikea 3-Shelf Cabinet, Traditional",627,154.656,7,2,0.24666028708133972
FUR-BO-10000269,"Dania Stackable Bookrack, Pine",893,194.19199999999998,13,5,0.21746024636058228
FUR-BO-10000279,"Dania Classic Bookcase, Pine",6222,535.461,20,5,0.08605930568948891
FUR-BO-10000288,"Safco Classic Bookcase, Traditional",8368,-131.535,20,5,-0.015718809751434033
FUR-BO-10000311,"Safco Floating Shelf Set, Metal",1236,274.68,7,2,0.22223300970873788
FUR-BO-10000321,"Dania Floating Shelf Set, Mobile",894,-189.276,10,2,-0.21171812080536914
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064,24.196,10,3,0.0227406015037594
FUR-BO-10000362,Sauder Inglewood Library Bookcases,2155,311.1836,14,5,0.14440074245939677
FUR-BO-10000378,"Bush Floating Shelf Set, Pine",1288,45.996,15,4,0.035711180124223606
FUR-BO-10000402,"Sauder Stackable Bookrack, Traditional",834,87.696,6,2,0.10515107913669064
FUR-BO-10000411,"Sauder Floating Shelf Set, Metal",2820,1081.008,24,4,0.38333617021276595
FUR-BO-10000425,"Bush Floating Shelf Set, Traditional",960,-41.20800000000001,8,2,-0.04292500000000001
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,724,-133.1092,21,6,-0.18385248618784528
FUR-BO-10000490,"Bush Library with Doors, Metal",7785,672.372,23,4,0.08636763005780346
FUR-BO-10000502,"Sauder Classic Bookcase, Mobile",5438,525.924,20,6,0.09671276204486944
FUR-BO-10000514,"Bush Library with Doors, Traditional",2587,-1220.538,11,3,-0.47179667568612293
FUR-BO-10000517,"Ikea Stackable Bookrack, Metal",260,-358.048,8,1,-1.3771076923076924
FUR-BO-10000533,"Dania Corner Shelving, Pine",494,54.24,4,1,0.10979757085020243
FUR-BO-10000567,"Sauder Classic Bookcase, Traditional",10640,889.196,43,8,0.08357105263157895
FUR-BO-10000596,"Sauder Classic Bookcase, Mobile",9034,3244.506,24,6,0.3591439008191277
FUR-BO-10000610,"Ikea Stackable Bookrack, Mobile",1377,547.821,13,4,0.39783660130718956
FUR-BO-10000616,"Dania Corner Shelving, Pine",444,-89.028,6,1,-0.2005135135135135
FUR-BO-10000623,"Safco Library with Doors, Metal",311,-373.68,2,1,-1.2015434083601286
FUR-BO-10000624,"Safco Classic Bookcase, Metal",6300,-70.49600000000001,26,7,-0.011189841269841272
FUR-BO-10000636,"Dania Floating Shelf Set, Metal",1688,492.9,18,5,0.29200236966824644
FUR-BO-10000655,"Dania Classic Bookcase, Traditional",1109,86.202,3,1,0.07772948602344454
FUR-BO-10000666,"Ikea 3-Shelf Cabinet, Mobile",1305,182.52,9,2,0.13986206896551726
FUR-BO-10000668,"Ikea Corner Shelving, Traditional",246,66.42,2,1,0.27
FUR-BO-10000668,"Sauder Classic Bookcase, Mobile",3131,43.84140000000001,8,3,0.014002363462152669
FUR-BO-10000670,"Dania Corner Shelving, Metal",3063,947.556,30,5,0.3093555337904016
FUR-BO-10000676,"Bush Stackable Bookrack, Pine",1361,-554.556,16,3,-0.40746216017634096
FUR-BO-10000684,"Sauder Corner Shelving, Traditional",2108,-85.77000000000001,16,5,-0.04068785578747629
FUR-BO-10000699,"Sauder 3-Shelf Cabinet, Traditional",3799,238.23719999999997,24,6,0.06271050276388522
FUR-BO-10000700,"Sauder Floating Shelf Set, Metal",233,-97.032,2,1,-0.41644635193133045
FUR-BO-10000711,"Hon Metal Bookcases, Gray",852,229.9752,12,2,0.2699239436619718
FUR-BO-10000712,"Bush Corner Shelving, Pine",251,112.8,2,1,0.449402390438247
FUR-BO-10000728,"Dania Corner Shelving, Traditional",3367,1112.892,28,6,0.3305292545292545
FUR-BO-10000728,"Ikea Classic Bookcase, Mobile",7015,982.652,28,7,0.14007868852459018
FUR-BO-10000734,"Bush Corner Shelving, Pine",1255,183.8,20,7,0.14645418326693227
FUR-BO-10000746,"Ikea Corner Shelving, Mobile",1323,511.19599999999997,17,5,0.38639153439153434
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,2947,-767.7436,22,5,-0.2605170003393281
FUR-BO-10000786,"Sauder Stackable Bookrack, Pine",3304,1123.101,23,4,0.3399216101694916
FUR-BO-10000791,"Dania Library with Doors, Traditional",483,-579.9,5,1,-1.2006211180124222
FUR-BO-10000797,"Safco 3-Shelf Cabinet, Pine",1072,71.337,7,3,0.06654570895522388
FUR-BO-10000807,"Sauder Floating Shelf Set, Mobile",473,-23.76,4,1,-0.05023255813953489
FUR-BO-10000820,"Sauder 3-Shelf Cabinet, Metal",598,166.104,4,1,0.27776588628762544
FUR-BO-10000847,"Dania Stackable Bookrack, Mobile",2007,712.335,19,5,0.3549252615844544
FUR-BO-10000883,"Dania Corner Shelving, Mobile",950,-36.2583,8,2,-0.03816663157894737
FUR-BO-10000889,"Safco 3-Shelf Cabinet, Mobile",206,-85.728,2,1,-0.4161553398058252
FUR-BO-10000891,"Ikea Classic Bookcase, Pine",3469,-396.72,18,4,-0.11436148746036323
FUR-BO-10000892,"Bush Corner Shelving, Mobile",759,15.12,6,1,0.01992094861660079
FUR-BO-10000895,"Sauder Corner Shelving, Metal",1394,352.02,10,4,0.2525251076040172
FUR-BO-10000895,"Sauder Stackable Bookrack, Pine",582,26.766,6,1,0.04598969072164948
FUR-BO-10000936,"Bush Floating Shelf Set, Traditional",1867,321.783,11,4,0.1723529726834494
FUR-BO-10000961,"Bush Stackable Bookrack, Pine",2198,519.216,21,5,0.23622202001819836
FUR-BO-10000967,"Ikea Library with Doors, Pine",6346,970.1159999999999,22,5,0.15287046958714148
FUR-BO-10000980,"Bush Library with Doors, Traditional",5290,1792.0764,15,7,0.3387668052930057
FUR-BO-10001003,"Dania 3-Shelf Cabinet, Traditional",1556,746.79,11,2,0.4799421593830334
FUR-BO-10001010,"Dania Corner Shelving, Mobile",2267,498.13800000000003,20,4,0.21973445081605647
FUR-BO-10001039,"Dania Classic Bookcase, Traditional",5587,1137.486,19,6,0.20359513155539646
FUR-BO-10001042,"Dania 3-Shelf Cabinet, Pine",1960,-61.879999999999995,25,7,-0.03157142857142857
FUR-BO-10001067,"Bush Stackable Bookrack, Pine",1033,126.256,16,5,0.12222265246853824
FUR-BO-10001073,"Safco Classic Bookcase, Metal",7246,866.1816,18,4,0.1195392768423958
FUR-BO-10001099,"Bush Corner Shelving, Traditional",976,32.788,15,4,0.033594262295081966
FUR-BO-10001133,"Ikea Classic Bookcase, Mobile",6298,1789.224,16,5,0.2840939980946332
FUR-BO-10001147,"Bush Floating Shelf Set, Metal",2785,383.76630000000006,19,6,0.13779759425493718
FUR-BO-10001155,"Dania 3-Shelf Cabinet, Traditional",2148,-112.2045,17,6,-0.05223673184357542
FUR-BO-10001155,"Ikea 3-Shelf Cabinet, Metal",752,-82.47,7,3,-0.10966755319148937
FUR-BO-10001165,"Bush Library with Doors, Mobile",3448,-44.42399999999998,14,4,-0.012883990719257533
FUR-BO-10001192,"Bush Library with Doors, Mobile",5576,1812.1680000000001,18,7,0.3249942611190818
FUR-BO-10001196,"Bush Library with Doors, Pine",4786,61.98030000000006,17,4,0.01295033430839951
FUR-BO-10001201,"Bush Stackable Bookrack, Mobile",1811,637.98,25,6,0.3522805080066262
FUR-BO-10001212,"Safco Classic Bookcase, Mobile",9187,-225.31049999999996,24,7,-0.02452492652661369
FUR-BO-10001216,"Sauder 3-Shelf Cabinet, Mobile",3481,1043.964,24,5,0.29990347601264
FUR-BO-10001233,"Ikea 3-Shelf Cabinet, Mobile",754,-368.328,9,2,-0.488498673740053
FUR-BO-10001254,"Dania 3-Shelf Cabinet, Mobile",288,0.0,2,1,0.0
FUR-BO-10001255,"Ikea Library with Doors, Mobile",4904,-132.006,16,4,-0.026918026101141926
FUR-BO-10001256,"Ikea Corner Shelving, Pine",821,19.746,7,2,0.02405115712545676
FUR-BO-10001271,"Sauder Classic Bookcase, Pine",350,-113.748,3,1,-0.32499428571428574
FUR-BO-10001276,"Safco Floating Shelf Set, Mobile",318,-95.664,6,2,-0.30083018867924527
FUR-BO-10001287,"Dania Floating Shelf Set, Metal",2245,779.793,14,6,0.34734654788418706
FUR-BO-10001295,"Safco Floating Shelf Set, Traditional",1233,453.664,11,3,0.36793511759935116
FUR-BO-10001309,"Ikea Classic Bookcase, Traditional",1236,259.38,3,2,0.20985436893203882
FUR-BO-10001318,"Safco Library with Doors, Mobile",418,-188.336,4,1,-0.45056459330143545
FUR-BO-10001324,"Sauder Floating Shelf Set, Pine",2977,564.216,16,3,0.18952502519314746
FUR-BO-10001326,"Bush 3-Shelf Cabinet, Pine",1447,246.0,10,4,0.17000691085003455
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,2970,-78.637,28,10,-0.026477104377104377
FUR-BO-10001342,"Safco Corner Shelving, Metal",2346,-186.15,17,6,-0.07934782608695652
FUR-BO-10001356,"Ikea Library with Doors, Mobile",6343,877.96,28,9,0.13841399968469179
FUR-BO-10001358,"Bush 3-Shelf Cabinet, Traditional",688,-239.024,10,3,-0.3474186046511628
FUR-BO-10001362,"Ikea Classic Bookcase, Metal",1315,-82.248,4,2,-0.06254600760456275
FUR-BO-10001369,"Sauder Stackable Bookrack, Mobile",666,144.784,7,4,0.2173933933933934
FUR-BO-10001370,"Sauder Classic Bookcase, Mobile",1140,-17.54400000000001,3,2,-0.015389473684210536
FUR-BO-10001372,"Safco Classic Bookcase, Pine",9099,513.9,21,4,0.05647873392680514
FUR-BO-10001385,"Sauder Corner Shelving, Metal",2053,573.5724,18,4,0.27938256210423773
FUR-BO-10001387,"Safco Floating Shelf Set, Traditional",2419,546.672,17,4,0.22599090533278215
FUR-BO-10001390,"Bush Floating Shelf Set, Traditional",1097,301.248,12,4,0.27461075660893347
FUR-BO-10001392,"Sauder Classic Bookcase, Traditional",4055,1482.2069999999999,10,4,0.36552577065351416
FUR-BO-10001393,"Safco 3-Shelf Cabinet, Pine",3845,57.84209999999999,25,6,0.01504345903771131
FUR-BO-10001405,"Bush Stackable Bookrack, Pine",4482,1588.014,38,8,0.35430923694779115
FUR-BO-10001436,"Bush Corner Shelving, Traditional",1413,41.766000000000005,14,2,0.0295583864118896
FUR-BO-10001452,"Dania Stackable Bookrack, Pine",248,96.78,2,1,0.390241935483871
FUR-BO-10001461,"Safco Floating Shelf Set, Traditional",2123,1040.7546,11,4,0.49022826189354685
FUR-BO-10001471,"Sauder Classic Bookcase, Metal",10538,4650.450000000001,26,4,0.4413029037768078
FUR-BO-10001476,"Safco Corner Shelving, Pine",805,62.17999999999999,9,5,0.07724223602484472
FUR-BO-10001483,"Bush Corner Shelving, Metal",2404,-390.02,39,9,-0.1622379367720466
FUR-BO-10001498,"Dania Classic Bookcase, Pine",9726,2801.796,40,10,0.2880727945712523
FUR-BO-10001501,"Bush Classic Bookcase, Metal",11561,4042.767,32,9,0.3496900787129141
FUR-BO-10001507,"Ikea Library with Doors, Traditional",485,58.12,2,1,0.11983505154639175
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,1118,147.0942,22,5,0.13156905187835422
FUR-BO-10001524,"Bush Stackable Bookrack, Pine",166,-116.62,5,1,-0.7025301204819278
FUR-BO-10001537,"Ikea Corner Shelving, Metal",1103,44.01,9,3,0.039900271985494104
FUR-BO-10001541,"Bush Stackable Bookrack, Traditional",2937,-231.95639999999997,28,6,-0.0789773237997957
FUR-BO-10001553,"Sauder Library with Doors, Traditional",7481,-193.941,20,4,-0.02592447533752172
FUR-BO-10001555,"Bush Corner Shelving, Metal",1235,172.8,10,3,0.139919028340081
FUR-BO-10001558,"Safco 3-Shelf Cabinet, Pine",953,-258.696,8,2,-0.2714543546694649
FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",91,-190.8522,3,1,-2.0972769230769233
FUR-BO-10001580,"Dania Stackable Bookrack, Pine",3535,370.66499999999996,31,6,0.10485572842998585
FUR-BO-10001585,"Ikea Floating Shelf Set, Traditional",2067,267.632,22,8,0.12947847121432027
FUR-BO-10001585,"Sauder Floating Shelf Set, Mobile",591,218.7,3,1,0.37005076142131976
FUR-BO-10001596,"Dania Library with Doors, Mobile",3601,-588.956,21,4,-0.16355345737295196
FUR-BO-10001598,"Bush Corner Shelving, Pine",2919,1264.6086,24,6,0.43323350462487153
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",935,-125.74080000000001,10,3,-0.13448213903743317
FUR-BO-10001608,"Hon Metal Bookcases, Black",1570,-26.972399999999986,30,5,-0.01717987261146496
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,425,27.193599999999996,6,2,0.06398494117647058
FUR-BO-10001621,"Dania Stackable Bookrack, Traditional",2021,757.395,18,6,0.3747624938149431
FUR-BO-10001641,"Bush 3-Shelf Cabinet, Traditional",2139,742.3641,15,5,0.34706129032258065
FUR-BO-10001646,"Safco Corner Shelving, Metal",1430,321.552,18,6,0.22486153846153847
FUR-BO-10001646,"Safco Library with Doors, Pine",4745,834.332,25,8,0.17583393045310852
FUR-BO-10001668,"Ikea Floating Shelf Set, Pine",4743,-368.2722,31,8,-0.07764541429475015
FUR-BO-10001679,"Ikea 3-Shelf Cabinet, Traditional",1171,262.0368,11,4,0.22377181895815546
FUR-BO-10001699,"Ikea 3-Shelf Cabinet, Mobile",77,-61.888,2,1,-0.8037402597402598
FUR-BO-10001708,"Safco Stackable Bookrack, Pine",3591,196.95000000000005,28,7,0.05484544695071012
FUR-BO-10001714,"Dania Floating Shelf Set, Mobile",980,-149.75100000000003,9,2,-0.1528071428571429
FUR-BO-10001721,"Bush Corner Shelving, Mobile",776,303.528,10,4,0.39114432989690723
FUR-BO-10001739,"Dania Classic Bookcase, Mobile",5236,490.14000000000004,21,6,0.0936096256684492
FUR-BO-10001746,"Dania 3-Shelf Cabinet, Pine",171,-17.16,2,1,-0.10035087719298245
FUR-BO-10001749,"Bush Classic Bookcase, Traditional",10109,-363.45,27,7,-0.0359531110891285
FUR-BO-10001753,"Dania Stackable Bookrack, Traditional",3372,1066.0425,34,9,0.31614546263345195
FUR-BO-10001779,"Safco Stackable Bookrack, Pine",2805,1150.24,28,7,0.4100677361853832
FUR-BO-10001781,"Bush Library with Doors, Traditional",5345,-48.84000000000004,30,8,-0.009137511693171195
FUR-BO-10001798,Bush Somerset Collection Bookcase,1264,-56.3214,12,4,-0.04455806962025316
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5493,15.049000000000035,26,8,0.0027396686692153713
FUR-BO-10001822,"Dania Library with Doors, Metal",6368,-651.864,20,5,-0.10236557788944724
FUR-BO-10001831,"Sauder Floating Shelf Set, Metal",2270,500.50800000000004,12,4,0.22048810572687227
FUR-BO-10001834,"Ikea 3-Shelf Cabinet, Mobile",1899,356.31600000000003,14,4,0.18763349131121645
FUR-BO-10001835,"Safco Library with Doors, Traditional",780,202.68,2,1,0.25984615384615384
FUR-BO-10001860,"Sauder Corner Shelving, Traditional",2457,569.691,20,5,0.23186446886446888
FUR-BO-10001867,"Dania Corner Shelving, Mobile",1528,254.864,21,7,0.16679581151832462
FUR-BO-10001872,"Bush Stackable Bookrack, Pine",449,-30.024,6,1,-0.06686859688195991
FUR-BO-10001873,"Ikea Floating Shelf Set, Mobile",674,-311.166,6,2,-0.4616706231454006
FUR-BO-10001874,"Sauder Corner Shelving, Pine",4042,507.6,29,8,0.12558139534883722
FUR-BO-10001875,"Bush Library with Doors, Mobile",1834,788.7,5,2,0.4300436205016358
FUR-BO-10001876,"Safco Corner Shelving, Pine",814,217.134,6,1,0.2667493857493857
FUR-BO-10001888,"Dania Floating Shelf Set, Pine",768,204.75,5,3,0.2666015625
FUR-BO-10001892,"Sauder Library with Doors, Pine",3578,-357.95399999999995,11,4,-0.10004304080491894
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1015,-418.548,10,3,-0.4123625615763547
FUR-BO-10001934,"Bush Library with Doors, Metal",17093,-309.3378,52,14,-0.01809733809161645
FUR-BO-10001943,"Safco Library with Doors, Traditional",4210,-327.708,12,3,-0.07784038004750594
FUR-BO-10001946,"Sauder 3-Shelf Cabinet, Metal",3014,-386.788,31,8,-0.12833045786330458
FUR-BO-10001966,"Ikea Corner Shelving, Metal",686,9.671999999999997,9,3,0.014099125364431482
FUR-BO-10001967,"Safco Corner Shelving, Mobile",1337,-15.276,10,3,-0.011425579655946148
FUR-BO-10001969,"Sauder 3-Shelf Cabinet, Pine",1546,-561.224,19,4,-0.36301681759379045
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,2740,-975.0988,37,7,-0.35587547445255474
FUR-BO-10002000,"Ikea Classic Bookcase, Metal",7043,752.4873,18,5,0.10684187136163567
FUR-BO-10002003,"Sauder Classic Bookcase, Metal",7838,-1785.54,26,5,-0.2278055626435315
FUR-BO-10002008,"Bush Stackable Bookrack, Traditional",328,-12.379999999999999,5,3,-0.03774390243902439
FUR-BO-10002031,"Sauder Classic Bookcase, Pine",7370,546.579,20,6,0.07416268656716417
FUR-BO-10002032,"Ikea Stackable Bookrack, Pine",1747,334.413,15,4,0.1914212936462507
FUR-BO-10002042,"Bush Classic Bookcase, Metal",220,-219.832,2,1,-0.9992363636363636
FUR-BO-10002084,"Dania Library with Doors, Metal",2943,-50.91199999999999,17,5,-0.01729935440027183
FUR-BO-10002109,"Safco Stackable Bookrack, Pine",909,-49.620000000000005,13,3,-0.05458745874587459
FUR-BO-10002133,"Bush Corner Shelving, Mobile",950,361.78499999999997,8,3,0.3808263157894736
FUR-BO-10002142,"Ikea Classic Bookcase, Traditional",933,-219.6,5,2,-0.23536977491961414
FUR-BO-10002182,"Safco Floating Shelf Set, Pine",4120,78.912,24,7,0.01915339805825243
FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400,-113.2606,3,2,-0.2831515
FUR-BO-10002204,"Bush Classic Bookcase, Pine",4637,1217.076,14,3,0.2624705628639206
FUR-BO-10002204,"Bush Corner Shelving, Traditional",2052,712.8344999999999,20,3,0.34738523391812864
FUR-BO-10002204,"Dania Floating Shelf Set, Traditional",654,274.251,4,2,0.4193440366972477
FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",120,-12.6882,1,1,-0.105735
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,11048,90.1764,27,6,0.008162237509051411
FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",1874,-70.49,15,4,-0.03761472785485592
FUR-BO-10002214,"Dania Floating Shelf Set, Traditional",2710,-979.14,33,8,-0.3613062730627306
FUR-BO-10002235,"Bush 3-Shelf Cabinet, Pine",1195,331.712,14,5,0.27758326359832636
FUR-BO-10002250,"Dania Floating Shelf Set, Mobile",1376,659.76,12,4,0.4794767441860465
FUR-BO-10002268,Sauder Barrister Bookcases,755,-294.7672,16,3,-0.39042013245033114
FUR-BO-10002277,"Bush Floating Shelf Set, Mobile",2662,20.542800000000007,16,4,0.007717054845980468
FUR-BO-10002285,"Safco Corner Shelving, Pine",1048,34.6095,8,2,0.0330243320610687
FUR-BO-10002289,"Ikea Corner Shelving, Pine",622,149.25,5,2,0.23995176848874597
FUR-BO-10002300,"Dania Classic Bookcase, Traditional",7613,3283.292,31,7,0.4312743990542493
FUR-BO-10002300,"Safco 3-Shelf Cabinet, Mobile",1457,145.44,9,3,0.09982155113246396
FUR-BO-10002308,"Safco Floating Shelf Set, Metal",4525,757.332,24,6,0.16736618784530385
FUR-BO-10002309,"Dania 3-Shelf Cabinet, Traditional",320,-30.18,4,2,-0.0943125
FUR-BO-10002318,"Dania Classic Bookcase, Mobile",3844,454.404,10,4,0.11821123829344433
FUR-BO-10002324,"Sauder Stackable Bookrack, Pine",1771,523.488,19,4,0.29558893280632415
FUR-BO-10002325,"Bush Classic Bookcase, Metal",2527,-110.048,12,4,-0.04354887218045113
